Timestamp,error1_c1,count,tem1_m,tem2_m,tem3_m,tem4_m,tem5_m,tem6_m,tem7_m,A1_e_rate,A2_e_rate,A3_e_rate,A4_e_rate,A5_e_rate,A6_e_rate,A7_e_rate,A1_Rms,A2_Rms,A3_Rms,A4_Rms,A5_Rms,A6_Rms,A7_Rms,A1_E,A2_E,A3_E,A4_E,A5_E,A6_E,A7_E,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Curr_A1_max,Curr_A2_max,Curr_A3_max,Curr_A4_max,Curr_A5_max,Curr_A6_max,Curr_A7_max,Curr_A1_min,Curr_A2_min,Curr_A3_min,Curr_A4_min,Curr_A5_min,Curr_A6_min,Curr_A7_min,reference
2025-07-31,0,8969,46.03177611773888,53.82328018731185,47.810904225666185,41.45791058088973,46.24328241721485,43.72940127104471,56.517448990968894,0.0055747574980488344,0.012041476195785484,0.0020069126992975804,0.002898873898985394,0.003010369048946371,0.012710447095551344,0.016278291894302598,0.3156239942156083,0.23192298519361895,0.13266348338706704,0.08127366078521607,0.08555987047169568,0.19721623569291116,0.6601386118823072,0.14606741573033707,0.16853932584269662,0.0,0.011235955056179775,0.02247191011235955,0.07865168539325842,0.10112359550561797,0.4421188153758662,0.6472036590015294,0.0525420791490653,0.11107908362436573,0.12053226875705615,0.3680531136968146,0.3634631796115402,50.4914474,70.497757,52.6496773,25.3131962,43.6958275,38.5601387,80.4730148,-52.1995239,-63.1547165,-24.3466187,-19.2533646,-28.3831692,-23.8940849,-84.603508,250410-250516
2025-08-01,0,9707,47.510971463892034,56.31533944576079,49.2277737715051,42.37035129288142,47.357680024724424,44.94179458123004,58.788915215823636,0.0071082723807561555,0.01576182136602452,0.00133923972391058,0.005150922015040692,0.002060368806016277,0.013289378798804987,0.011229009992788709,0.1704039736523151,0.31364190076247755,0.10431954111266674,0.0874068493513941,0.10873047367855079,0.16725741885029652,0.16435795651092125,0.14606741573033707,0.20224719101123595,0.011235955056179775,0.0449438202247191,0.0,0.07865168539325842,0.10112359550561797,0.5419926952495818,0.7808019141552863,0.10770107668573252,0.1795439654912007,0.059634961677407713,0.33186092174676823,0.4304612343551369,50.6664467,70.334671,52.4327049,25.4591141,42.7344971,38.6192665,80.6580353,-52.0745926,-63.1494713,-25.5964451,-18.9739304,-27.8281116,-23.7300491,-82.192543,250410-250516
2025-08-03,0,556,37.54496402877698,40.606115107913666,39.03597122302158,36.406474820143885,39.485611510791365,36.16187050359712,40.80755395683453,0.00539568345323741,0.023381294964028777,0.0035971223021582736,0.0017985611510791368,0.0,0.01079136690647482,0.007194244604316547,0.08216577705566662,0.2606404168574177,0.11063907082150065,0.043983893409894774,0.028406151583991776,0.08739751659750722,0.06729624313604797,0.0,0.25,0.0,0.0,0.0,0.0625,0.0625,0.17294179054955403,0.7162261762025812,0.10425599029509403,0.06295163712160114,0.09857200530619831,0.2288505123826102,0.14358117518387178,45.3810234,68.0195541,42.9843674,20.7096691,40.8356743,34.3886375,77.3773,-46.087719,-61.1371574,-20.6734276,-19.4288464,-13.4357738,-23.9341412,-77.7749863,250410-250516
2025-08-04,0,5134,47.867354888975456,56.483054148811846,50.21308920919361,43.42306194000779,48.2843786521231,45.55336969224776,59.47915855083755,0.007401636151149201,0.015582391897156213,0.001753019088430074,0.004090377873003506,0.001753019088430074,0.013634592910011687,0.012855473315153876,0.167661877162986,0.2245702303669586,0.10304392291830372,0.05822376363135762,0.049365736916914225,0.178624730979923,0.16546463476094464,0.10465116279069768,0.23255813953488372,0.023255813953488372,0.046511627906976744,0.0,0.09302325581395349,0.11627906976744186,0.7749396075445034,0.874520582115181,0.11631802371647955,0.1727613206887902,0.0843256578279772,0.40495172731086915,0.34203250655856515,50.044632,70.1024475,53.0321121,25.2731419,43.7864304,38.5362968,82.6183701,-52.3959885,-62.7460556,-24.7505112,-18.814661,-28.2219925,-24.4758434,-83.5739822,250410-250516
2025-08-05,0,8919,47.135329072766005,55.546698060320665,49.165265164256084,42.476622939791454,47.33759390066151,44.64368202713309,58.358448256531,0.007063572149344097,0.014351384684381657,0.002130283664087902,0.003251485592555219,0.0030272452068617556,0.014687745262921853,0.012221101020293754,0.15356477087742032,0.2634548018355059,0.0832099468295636,0.08739127092010283,0.0959526087364674,0.1607315956046691,0.1940614447407065,0.11235955056179775,0.19101123595505617,0.02247191011235955,0.0,0.0,0.06741573033707865,0.0898876404494382,0.6266751251599585,0.7686811428572196,0.11173928937533868,0.09828593199692105,0.08724320531279559,0.28559428892244204,0.2998010612898003,50.1214104,69.8816681,52.866642,25.5859547,43.2456818,39.5577087,80.0409927,-52.3921738,-63.3435478,-23.8955154,-19.1417809,-28.6740475,-23.6299095,-84.5143356,250410-250516
2025-08-06,0,9497,47.51784774139202,55.668737496051385,49.13814888912288,42.75708118353164,47.4721490997157,44.891860587553964,58.06412551331999,0.004738338422659787,0.005580709697799305,0.001895335369063915,0.001895335369063915,0.002948299462988312,0.004001263556912709,0.0076866378856481,0.16675216723892577,0.3216836640334059,0.10652389646610257,0.1341604405258345,0.12116251291841826,0.08992354140649825,0.14045233878648397,0.07865168539325842,0.056179775280898875,0.0,0.0,0.011235955056179775,0.02247191011235955,0.0,0.3192165901807898,0.23111222203738913,0.06343931077027454,0.054346185453672424,0.12160314814563654,0.32463526812403265,0.04444306651164086,50.3493423,70.9831924,52.7669792,25.4486237,44.0019684,38.5086365,81.2302551,-52.2896538,-62.7637,-26.229229,-18.9281521,-28.6616478,-23.5364475,-84.3464813,250410-250516
2025-08-07,0,5439,47.186615186615185,55.50303364589079,48.55046883618312,42.25887111601397,46.99779371207943,44.4561500275786,57.82515168229454,0.0053318624747196175,0.005515719801434087,0.001654715940430226,0.0020224305938591654,0.003309431880860452,0.006067291781577496,0.007354293068578783,0.11417402277388829,0.14407902730444797,0.078679273791874,0.07667607826664782,0.1294061013357132,0.08898698275782689,0.12159384122719194,0.09411764705882353,0.058823529411764705,0.023529411764705882,0.011764705882352941,0.0,0.08235294117647059,0.0,0.5775937937367294,0.41909087312982546,0.2633233998310981,0.11178234602988868,0.05100670505705671,0.25909425537987957,0.05997698786648723,49.9011,70.5301819,51.5176315,25.8491783,43.6948738,38.7747192,79.6628494,-52.6153374,-62.4842644,-25.9354897,-18.9977722,-28.8304539,-23.8235111,-82.5392151,250410-250516
2025-08-08,0,9086,46.53158705701079,55.74763372220999,48.446621175434736,40.947391591459386,46.2557781201849,43.97468633061853,58.47226502311248,0.005943209333039842,0.00572309046885318,0.002421307506053269,0.001100594320933304,0.00275148580233326,0.0034118423948932422,0.00550297160466652,0.12707221828794624,0.2653122600630878,0.11356254467738339,0.04199427064416573,0.10745492018688653,0.07756089463508038,0.18179398103162367,0.06741573033707865,0.06741573033707865,0.02247191011235955,0.0,0.033707865168539325,0.02247191011235955,0.0,0.5659156080886013,0.4565007380290404,0.24561990216882898,0.04630139293207625,0.12339622612348634,0.13072886560680505,0.04400617201676533,50.5491447,70.885437,52.4093399,25.3360844,43.6634026,38.8243141,81.8029556,-52.4927902,-63.4961433,-24.4353123,-19.31917,-27.9644909,-24.2746124,-84.7093735,250410-250516
2025-08-11,0,9578,47.041135936521194,55.20703695969931,48.896742534975985,42.31196491960743,47.135518897473375,44.53789935268323,57.887032783462104,0.00448945500104406,0.003758613489246189,0.0018793067446230946,0.0009396533723115473,0.0034453956984756735,0.0045938609313008975,0.0049070787220714136,0.34774077882531756,0.39708099315893924,0.16984442038253192,0.07190634108236163,0.08212164602493631,0.10408288289440511,0.11219365068610143,0.056179775280898875,0.06741573033707865,0.011235955056179775,0.0,0.011235955056179775,0.033707865168539325,0.0,0.383433242046483,0.35536309703790014,0.1267776810738338,0.013485052438693045,0.10879452831971605,0.11752888482906142,0.018029061386138436,49.7222824,71.0695,52.7521973,25.3723259,43.4831543,37.5148773,81.1525345,-51.9787445,-62.8285522,-26.1476879,-19.2829304,-28.1485558,-23.9045773,-86.4079132,250410-250516
2025-08-12,0,9754,46.489440229649375,55.01773631330736,47.90773016198483,41.11349190075866,46.09298749231085,43.89419725240927,57.70258355546442,0.004100881689563256,0.0036907935206069303,0.0013327865491080582,0.0011277424646298955,0.003280705351650605,0.004305925774041419,0.006663932745540291,0.11913085306286451,0.42804852624956186,0.10193208286605095,0.16618115205939574,0.1461848046460708,0.09105784734219388,0.1265213018696321,0.06741573033707865,0.033707865168539325,0.0,0.0,0.011235955056179775,0.02247191011235955,0.02247191011235955,0.3679670090777978,0.14345562482400628,0.03544372409183606,0.043022102479529506,0.09610320242700178,0.14589862599614717,0.21618019309494396,49.9511681,70.9774704,52.6711349,25.5373173,44.0773087,39.2468033,81.338974,-50.6588173,-63.5228462,-26.2654686,-18.823246,-28.3545551,-23.4744568,-80.4086456,250410-250516
